Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Grupo de exames;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ULTRASSONOGRAFIA;207.0;1.0;0.48;1;0.0;206.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;VIDEOLARINGOSCOPIA;5.0;0.0;0.0;0;0.0;5.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2997045 / UPA DR PAULO CESAR DE CARVALHO TELLES;SUDOESTE I;RADIOGRAFIA;735.0;596.0;81.09;596;0.0;139.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3732169 / CLINICA DO CORACAO;SUDOESTE I;ECOCARDIOGRAFIA DE ESTRESSE;5.0;1.0;20.0;0;20.0;4.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3732169 / CLINICA DO CORACAO;SUDOESTE I;HOLTER;4.0;0.0;0.0;0;0.0;4.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;BIOPSIA DE PELE E PARTES MOLES;2.0;0.0;0.0;0;0.0;2.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;BIOPSIA DE PROSTATA;2.0;1.0;50.0;1;0.0;1.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;BIOPSIA DE TIREOIDE OU PARATIREOIDE-PAFF;8.0;0.0;0.0;0;0.0;8.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA /ULTRASSONOGRAFIA /RESSONÂNCIA;3.0;1.0;33.33;1;0.0;2.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;DOPPLER;40.0;0.0;0.0;0;0.0;40.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;ECOCARDIOGRAFIA TRANSTORACICA;52.0;35.0;67.31;1;65.38;17.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;RADIOGRAFIA;71.0;0.0;0.0;0;0.0;71.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;ULTRASSONOGRAFIA;60.0;0.0;0.0;0;0.0;60.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865800 / HEMOCLINICA;SUDOESTE I;ANÁLISES CLÍNICAS;168.0;152.0;90.48;0;90.48;16.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO;3893227 / CENTRO MEDICO MUNICIPAL DE CALDAS NOVAS;ESTRADA DE FERRO;ELETROCARDIOGRAMA;304.0;231.0;75.99;0;75.99;73.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO;3893227 / CENTRO MEDICO MUNICIPAL DE CALDAS NOVAS;ESTRADA DE FERRO;ULTRASSONOGRAFIA;366.0;98.0;26.78;19;21.58;208.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3925579 / ANGIOCOR;SUDOESTE I;DOPPLER;139.0;47.0;33.81;1;33.09;91.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO;4097254 / IN SAUDE;ESTRADA DE FERRO;ANÁLISES CLÍNICAS;1000.0;1000.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO;4097254 / IN SAUDE;ESTRADA DE FERRO;HOLTER;25.0;23.0;92.0;0;92.0;2.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO;4097254 / IN SAUDE;ESTRADA DE FERRO;MAPA;25.0;24.0;96.0;0;96.0;1.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO - 0211050024;126.0;119.0;94.44;0;94.44;1.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;MAMOGRAFIA;840.0;831.0;98.93;831;0.0;9.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;POTENCIAL EVOCADO AUDITIVO (BERA);8.0;8.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;RADIOGRAFIA;1275.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);2246.0;1300.0;57.88;0;57.88;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;AVALIACAO URODINAMICA COMPLETA;5.0;0.0;0.0;0;0.0;5.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;BIOPSIA DE TIREOIDE OU PARATIREOIDE-PAFF;12.0;0.0;0.0;0;0.0;12.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;CISTOSCOPIA;5.0;0.0;0.0;0;0.0;5.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;COLONOSCOPIA;72.0;1.0;1.39;1;0.0;71.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;DENSITOMETRIA OSSEA;120.0;1.0;0.83;1;0.0;119.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;DOPPLER;90.0;0.0;0.0;0;0.0;90.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ECOCARDIOGRAFIA TRANSTORACICA;80.0;0.0;0.0;0;0.0;80.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ELETROCARDIOGRAMA;133.0;112.0;84.21;0;84.21;21.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO - 0211050024;12.0;0.0;0.0;0;0.0;12.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ELETRONEUROMIOGRAFIA;40.0;0.0;0.0;0;0.0;40.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ENDOSCOPIA DIGESTIVA ALTA;100.0;0.0;0.0;0;0.0;100.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ESPIROMETRIA COM PROVA BRONCODILATADORA;20.0;0.0;0.0;0;0.0;20.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;HOLTER;38.0;11.0;28.95;0;28.95;27.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;MAMOGRAFIA;80.0;0.0;0.0;0;0.0;80.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;MAPA;41.0;16.0;39.02;0;39.02;25.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA - PAAF;5.0;5.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;PUNÇÃO DE MAMA POR AGULHA GROSSA- PAAG;5.0;1.0;20.0;1;0.0;4.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;RADIOGRAFIA;420.0;362.0;86.19;0;86.19;58.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;TESTE ERGOMÉTRICO;32.0;2.0;6.25;2;0.0;30.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);420.0;218.0;51.9;0;51.9;202.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ULTRASSONOGRAFIA;308.0;1.0;0.32;1;0.0;307.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;VIDEOLARINGOSCOPIA;10.0;1.0;10.0;1;0.0;9.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO DE MONTIVIDIU;4457544 / ATENDIMENTO MEDICO ESPECIALIZADO AME;SUDOESTE I;ECOCARDIOGRAFIA TRANSTORACICA;35.0;15.0;42.86;1;40.0;20.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO DE MONTIVIDIU;4457544 / ATENDIMENTO MEDICO ESPECIALIZADO AME;SUDOESTE I;ELETROCARDIOGRAMA;75.0;75.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO DE MONTIVIDIU;4457544 / ATENDIMENTO MEDICO ESPECIALIZADO AME;SUDOESTE I;HOLTER;16.0;9.0;56.25;0;56.25;7.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO DE MONTIVIDIU;4457544 / ATENDIMENTO MEDICO ESPECIALIZADO AME;SUDOESTE I;MAPA;16.0;16.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;CENTRAL DE REGULACAO DE MONTIVIDIU;4457544 / ATENDIMENTO MEDICO ESPECIALIZADO AME;SUDOESTE I;ULTRASSONOGRAFIA;248.0;66.0;26.61;7;23.79;182.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;COLONOSCOPIA;144.0;79.0;54.86;3;52.78;65.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;DOPPLER;108.0;0.0;0.0;0;0.0;108.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;ECOCARDIOGRAFIA TRANSTORACICA;280.0;251.0;89.64;2;88.93;29.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;ENDOSCOPIA DIGESTIVA ALTA;232.0;217.0;93.53;1;93.1;15.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;RADIOGRAFIA;525.0;474.0;90.29;1;90.1;51.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);500.0;483.0;96.6;5;95.6;17.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;476447 / CLINICA MEDICA SAO MARCOS LTDA;SUDOESTE I;CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRÁFICO;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;476447 / CLINICA MEDICA SAO MARCOS LTDA;SUDOESTE I;PAQUIMETRIA ULTRASSÔNICA;8.0;8.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;476447 / CLINICA MEDICA SAO MARCOS LTDA;SUDOESTE I;TONOMETRIA;12.0;12.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;476447 / CLINICA MEDICA SAO MARCOS LTDA;SUDOESTE I;Topografia computadorizada de córnea;12.0;12.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;AVALIACAO URODINAMICA COMPLETA;10.0;0.0;0.0;0;0.0;10.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;BIOPSIA DE TIREOIDE OU PARATIREOIDE-PAFF;5.0;0.0;0.0;0;0.0;5.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;CISTOSCOPIA;5.0;0.0;0.0;0;0.0;5.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;COLONOSCOPIA;40.0;2.0;5.0;2;0.0;38.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;Colposcopia;10.0;3.0;30.0;0;30.0;7.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;DENSITOMETRIA OSSEA;31.0;29.0;93.55;0;93.55;2.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;DOPPLER;35.0;0.0;0.0;0;0.0;35.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ECOCARDIOGRAFIA TRANSTORACICA;50.0;0.0;0.0;0;0.0;50.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ELETROCARDIOGRAMA;180.0;178.0;98.89;0;98.89;2.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ELETROENCEFALOGRAMA QUANTITATIVO C/MAPEAMENTO (EEG);8.0;0.0;0.0;0;0.0;8.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ENDOSCOPIA DIGESTIVA ALTA;100.0;0.0;0.0;0;0.0;100.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ESPIROMETRIA COM PROVA BRONCODILATADORA;13.0;0.0;0.0;0;0.0;13.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;EXAMES AUDITIVOS;6.0;0.0;0.0;0;0.0;6.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;HOLTER;55.0;0.0;0.0;0;0.0;55.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;MAMOGRAFIA;96.0;52.0;54.17;0;54.17;44.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;MAPA;48.0;46.0;95.83;0;95.83;2.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA - PAAF;5.0;5.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;PUNÇÃO DE MAMA POR AGULHA GROSSA- PAAG;5.0;5.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;RADIOGRAFIA;210.0;202.0;96.19;0;96.19;8.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;RESSONÂNCIA MAGNÉTICA;210.0;0.0;0.0;0;0.0;210.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;TESTE ERGOMÉTRICO;40.0;0.0;0.0;0;0.0;40.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);350.0;293.0;83.71;0;83.71;57.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ULTRASSONOGRAFIA;135.0;0.0;0.0;0;0.0;135.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;VIDEOLARINGOSCOPIA;10.0;10.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4840674 / HOSP UNIVERSITARIO DA UNIVERSIDADE FEDERAL DE CATALAO;ESTRADA DE FERRO;ECOCARDIOGRAFIA TRANSTORACICA;54.0;0.0;0.0;0;0.0;54.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4840674 / HOSP UNIVERSITARIO DA UNIVERSIDADE FEDERAL DE CATALAO;ESTRADA DE FERRO;ELETROCARDIOGRAMA;40.0;27.0;67.5;0;67.5;13.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4840674 / HOSP UNIVERSITARIO DA UNIVERSIDADE FEDERAL DE CATALAO;ESTRADA DE FERRO;HOLTER;15.0;0.0;0.0;0;0.0;15.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4840674 / HOSP UNIVERSITARIO DA UNIVERSIDADE FEDERAL DE CATALAO;ESTRADA DE FERRO;MAPA;75.0;19.0;25.33;1;24.0;56.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4840674 / HOSP UNIVERSITARIO DA UNIVERSIDADE FEDERAL DE CATALAO;ESTRADA DE FERRO;TESTE ERGOMÉTRICO;8.0;6.0;75.0;0;75.0;2.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;488631 / LWR SAUDE;SUDOESTE I;DOPPLER;264.0;28.0;10.61;28;0.0;236.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;488631 / LWR SAUDE;SUDOESTE I;ULTRASSONOGRAFIA;182.0;90.0;49.45;90;0.0;92.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;DOPPLER;10.0;0.0;0.0;0;0.0;10.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;32.0;0.0;0.0;0;0.0;32.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;RADIOGRAFIA;60.0;12.0;20.0;2;16.67;48.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;RESSONÂNCIA MAGNÉTICA;48.0;1.0;2.08;1;0.0;47.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (COM SEDAÇÃO);8.0;0.0;0.0;0;0.0;8.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);32.0;0.0;0.0;0;0.0;32.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;4937996 / COMPLEXO ONCOLOGICO DE REFERENCIA DO ESTADO DE GOIAS CORA;CENTRAL;ULTRASSONOGRAFIA;26.0;0.0;0.0;0;0.0;26.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4968832 / DAPI DIAG AVANCADO EM PATOLOGIA E IMUNO HISTOQUIMICA;SUDOESTE I;ANATOMOPATOLOGICO;294.0;294.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;5095808 / HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS SANTOS HETRIN;CENTRAL;DOPPLER;75.0;0.0;0.0;0;0.0;75.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;5095808 / HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS SANTOS HETRIN;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;65.0;10.0;15.38;0;15.38;55.0;0;0.0;0.0;0.0
2026/10;COMPLEXO REGULADOR ESTADUAL CRE;5095808 / HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS SANTOS HETRIN;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);105.0;0.0;0.0;0;0.0;105.0;0;0.0;0.0;0.0
